Name,Index_Name,Ticker_Symbols
NIFTY Metal,ind_niftymetallist,APLAPOLLO.NS ADANIENT.NS COALINDIA.NS HINDALCO.NS HINDZINC.NS JSWSTEEL.NS JINDALSTEL.NS MOIL.NS NMDC.NS NATIONALUM.NS RATNAMANI.NS SAIL.NS TATASTEEL.NS VEDL.NS WELCORP.NS
NIFTY Microcap 250,ind_niftymicrocap250_list,ADFFOODS.NS AGCNET.NS ACCELYA.NS ACE.NS ATFL.NS AHLUCONT.NS AMRUTANJAN.NS ANDHRAPAP.NS ANDHRSUGAR.NS APARINDS.NS APCOTEXIND.NS APEX.NS ARVINDFASN.NS ARVIND.NS ASHIANA.NS ASIANTILES.NS ASTEC.NS ASTRAMICRO.NS AUTOAXLES.NS BFINVEST.NS BFUTILITIE.NS BLS.NS BAJAJHIND.NS BANCOINDIA.NS BEPL.NS BODALCHEM.NS BOMDYEING.NS BOROLTD.NS BORORENEW.NS CARERATING.NS CGPOWER.NS CAMLINFINE.NS CAPACITE.NS CENTRUM.NS CHEMCON.NS CHENNPETRO.NS CIGNITITEC.NS CLNINDIA.NS CONFIPET.NS COSMOFILMS.NS DBCORP.NS DFMFOODS.NS DALMIASUG.NS DEEPAKFERT.NS DHAMPURSUG.NS DOLAT.NS DOLLAR.NS DREDGECORP.NS ESABINDIA.NS ELECTCAST.NS EQUITASBNK.NS EVEREADY.NS EXCELINDUS.NS FACT.NS FIEMIND.NS FILATEX.NS FORCEMOT.NS FEL.NS FLFL.NS GMBREW.NS GET&D.NS GOCLCORP.NS GTLINFRA.NS GABRIEL.NS GDL.NS GATI.NS GENUSPOWER.NS GEOJITFSL.NS GPIL.NS GOODYEAR.NS GREENLAM.NS GREENPANEL.NS GREENPLY.NS GIPCL.NS GMDCLTD.NS HGINFRA.NS HBLPOWER.NS HIL.NS HCG.NS HERITGFOOD.NS HESTERBIO.NS HIKAL.NS HIMATSEIDE.NS HGS.NS HCC.NS HNDFDS.NS HINDOILEXP.NS HONDAPOWER.NS IGPL.NS ICRA.NS IFCI.NS IIFLSEC.NS INEOSSTYRO.NS ITDCEM.NS IGARASHI.NS INDIAGLYCO.NS INDNIPPON.NS ITDC.NS INDIANHUME.NS IMFA.NS INDOSTAR.NS INOXWIND.NS INSECTICID.NS JKIL.NS JBMA.NS JMCPROJECT.NS JSWHL.NS JSWISPL.NS JAGRAN.NS JAICORPLTD.NS JPASSOCIAT.NS JPPOWER.NS J&KBANK.NS JINDALPOLY.NS JINDWORLD.NS KCP.NS KSL.NS KTKBANK.NS KENNAMET.NS KINGFA.NS KIRIINDUS.NS KIRLOSBROS.NS KIRLFER.NS KIRLOSENG.NS KITEX.NS KOLTEPATIL.NS LGBBROSLTD.NS DAAWAT.NS LUMAXTECH.NS LUMAXIND.NS MMFL.NS MSTCLTD.NS MTNL.NS MAHLIFE.NS MAITHANALL.NS MAJESCO.NS MANINFRA.NS MARKSANS.NS MASTEK.NS MATRIMONY.NS MAYURUNIQ.NS MIRZAINT.NS MOLDTKPAC.NS MOREPENLAB.NS MUTHOOTCAP.NS NEOGEN.NS NIITLTD.NS NRBBEARING.NS NBVENTURES.NS NAVNETEDUL.NS NEULANDLAB.NS NEWGEN.NS NOVARTIND.NS NUCLEUS.NS OLECTRA.NS OMAXE.NS ORIENTCEM.NS OAL.NS OCCL.NS ORISSAMINE.NS PCJEWELLER.NS PNBGILTS.NS PSPPROJECT.NS PFS.NS PTC.NS PAISALO.NS PANACEABIO.NS PARAGMILK.NS PILANIINVS.NS POONAWALLA.NS PRAJIND.NS PRAKASH.NS DIAMONDYD.NS PRIVISCL.NS PSB.NS PURVA.NS QUICKHEAL.NS RSYSTEMS.NS RPSGVENT.NS RAMCOIND.NS RAMCOSYS.NS RKFORGE.NS RANEHOLDIN.NS RTNINDIA.NS RTNPOWER.NS RELINFRA.NS RPOWER.NS RELIGARE.NS REPCOHOME.NS RUPA.NS SHK.NS SEAMECLTD.NS SMLISUZU.NS SADBHAV.NS SAFARI.NS SAGCEM.NS SANDHAR.NS SANGHIIND.NS SARDAEN.NS SASKEN.NS SATIA.NS SOTL.NS SESHAPAPER.NS SHALBY.NS SHANKARA.NS SHANTIGEAR.NS RENUKA.NS SIRCA.NS SIYSIL.NS SNOWMAN.NS SOMANYCERA.NS SHIL.NS SOUTHBANK.NS SPENCERS.NS SRIPIPES.NS SSWL.NS SUBROS.NS SUNDARMHLD.NS SUNFLAG.NS SURYAROSNI.NS SWARAJENG.NS TVSSRICHAK.NS TAJGVK.NS TAKE.NS TNPL.NS TATAMETALI.NS TATASTLLP.NS TTML.NS TECHNOE.NS TEJASNET.NS TEXRAIL.NS TIRUMALCHM.NS THOMASCOOK.NS TIDEWATER.NS TIMETECHNO.NS TINPLATE.NS TCI.NS TRIVENI.NS UNICHEMLAB.NS USHAMART.NS VSTTILLERS.NS VRLLOG.NS WABAG.NS VESUVIUS.NS VINDHYATEL.NS VOLTAMP.NS WELENT.NS WSTCSTPAPR.NS WHEELS.NS WONDERLA.NS
NIFTY Midcap 100,ind_niftymidcap100list,AUBANK.NS AARTIIND.NS ATGL.NS ABCAPITAL.NS ABFRL.NS AJANTPHARM.NS APLLTD.NS AMARAJABAT.NS APOLLOTYRE.NS ASHOKLEY.NS BALKRISIND.NS BANKBARODA.NS BANKINDIA.NS BATAINDIA.NS BEL.NS BHARATFORG.NS BHEL.NS BBTC.NS CESC.NS CANBK.NS CASTROLIND.NS CHOLAFIN.NS CUB.NS COFORGE.NS CONCOR.NS COROMANDEL.NS CROMPTON.NS CUMMINSIND.NS DALBHARAT.NS DEEPAKNTR.NS DHANI.NS DIXON.NS LALPATHLAB.NS EMAMILTD.NS ENDURANCE.NS ESCORTS.NS EXIDEIND.NS FEDERALBNK.NS FORTIS.NS GMRINFRA.NS GLENMARK.NS GODREJAGRO.NS GODREJIND.NS GODREJPROP.NS GUJGASLTD.NS GSPL.NS HAL.NS HINDZINC.NS ISEC.NS IDFCFIRSTB.NS IBULHSGFIN.NS INDIAMART.NS INDHOTEL.NS IRCTC.NS IPCALAB.NS JSWENERGY.NS JINDALSTEL.NS L&TFH.NS LTTS.NS LICHSGFIN.NS LAURUSLABS.NS MGL.NS M&MFIN.NS MANAPPURAM.NS MFSL.NS MINDTREE.NS MPHASIS.NS NATCOPHARM.NS NAVINFLUOR.NS NAM-INDIA.NS OBEROIRLTY.NS OIL.NS PIIND.NS PAGEIND.NS PFIZER.NS POLYCAB.NS PFC.NS PRESTIGE.NS RBLBANK.NS RECLTD.NS SRF.NS SANOFI.NS SRTRANSFIN.NS SAIL.NS SUNTV.NS SYNGENE.NS TVSMOTOR.NS TATACHEM.NS TATAELXSI.NS TATAPOWER.NS RAMCOCEM.NS TORNTPOWER.NS TRENT.NS UNIONBANK.NS VGUARD.NS VBL.NS IDEA.NS VOLTAS.NS WHIRLPOOL.NS ZEEL.NS
NIFTY Midcap 150,ind_niftymidcap150list,3MINDIA.NS ABB.NS AIAENG.NS AUBANK.NS AARTIIND.NS AAVAS.NS ATGL.NS ABCAPITAL.NS ABFRL.NS AJANTPHARM.NS AKZOINDIA.NS APLLTD.NS AMARAJABAT.NS APOLLOTYRE.NS ASHOKLEY.NS ASTRAZEN.NS ASTRAL.NS ATUL.NS BALKRISIND.NS BANKBARODA.NS BANKINDIA.NS BATAINDIA.NS BAYERCROP.NS BEL.NS BHARATFORG.NS BHEL.NS BBTC.NS CESC.NS CRISIL.NS CANBK.NS CASTROLIND.NS CHOLAHLDNG.NS CHOLAFIN.NS CUB.NS COFORGE.NS CONCOR.NS COROMANDEL.NS CREDITACC.NS CROMPTON.NS CUMMINSIND.NS DALBHARAT.NS DEEPAKNTR.NS DHANI.NS DIXON.NS LALPATHLAB.NS EMAMILTD.NS ENDURANCE.NS ESCORTS.NS EXIDEIND.NS FEDERALBNK.NS FORTIS.NS GMRINFRA.NS GICRE.NS GILLETTE.NS GLAXO.NS GLENMARK.NS GODREJAGRO.NS GODREJIND.NS GODREJPROP.NS GUJGASLTD.NS GSPL.NS HATSUN.NS HAL.NS HINDZINC.NS HONAUT.NS ISEC.NS IDBI.NS IDFCFIRSTB.NS IIFLWAM.NS ITI.NS IBULHSGFIN.NS INDIAMART.NS INDHOTEL.NS IRCTC.NS IPCALAB.NS JKCEMENT.NS JMFINANCIL.NS JSWENERGY.NS JINDALSTEL.NS KANSAINER.NS L&TFH.NS LTTS.NS LICHSGFIN.NS LAURUSLABS.NS MGL.NS M&MFIN.NS MANAPPURAM.NS MFSL.NS MAXHEALTH.NS METROPOLIS.NS MINDTREE.NS MINDAIND.NS MOTILALOFS.NS MPHASIS.NS NATCOPHARM.NS NHPC.NS NAVINFLUOR.NS NAM-INDIA.NS OBEROIRLTY.NS OIL.NS OFSS.NS PIIND.NS PAGEIND.NS PERSISTENT.NS PFIZER.NS PHOENIXLTD.NS POLYCAB.NS PFC.NS PRESTIGE.NS PGHL.NS RBLBANK.NS RECLTD.NS RAJESHEXPO.NS RELAXO.NS SJVN.NS SKFINDIA.NS SRF.NS SANOFI.NS SCHAEFFLER.NS SRTRANSFIN.NS SOLARINDS.NS SAIL.NS SUMICHEM.NS SUNTV.NS SUNDARMFIN.NS SUNDRMFAST.NS SUPREMEIND.NS SUVENPHAR.NS SYNGENE.NS TTKPRESTIG.NS TVSMOTOR.NS TATACHEM.NS TATACOMM.NS TATAELXSI.NS TATAPOWER.NS NIACL.NS RAMCOCEM.NS THERMAX.NS TORNTPOWER.NS TRENT.NS TIINDIA.NS UNIONBANK.NS VGUARD.NS VBL.NS VINATIORGA.NS IDEA.NS VOLTAS.NS WHIRLPOOL.NS ZEEL.NS ZYDUSWELL.NS
NIFTY Midcap 50,ind_niftymidcap50list,AUBANK.NS AMARAJABAT.NS APOLLOTYRE.NS ASHOKLEY.NS BALKRISIND.NS BANKBARODA.NS BANKINDIA.NS BATAINDIA.NS BEL.NS BHARATFORG.NS BHEL.NS CANBK.NS CASTROLIND.NS CHOLAFIN.NS COFORGE.NS CONCOR.NS CUMMINSIND.NS ESCORTS.NS EXIDEIND.NS FEDERALBNK.NS GMRINFRA.NS GLENMARK.NS GODREJPROP.NS IDFCFIRSTB.NS IBULHSGFIN.NS IRCTC.NS JINDALSTEL.NS L&TFH.NS LICHSGFIN.NS MGL.NS M&MFIN.NS MANAPPURAM.NS MFSL.NS MINDTREE.NS PAGEIND.NS PFC.NS RBLBANK.NS RECLTD.NS SRF.NS SRTRANSFIN.NS SAIL.NS SUNTV.NS TVSMOTOR.NS TATAPOWER.NS RAMCOCEM.NS TORNTPOWER.NS UNIONBANK.NS IDEA.NS VOLTAS.NS ZEEL.NS
NIFTY MidSmallcap 400,ind_niftymidsmallcap400list,3MINDIA.NS ABB.NS POWERINDIA.NS AIAENG.NS APLAPOLLO.NS AUBANK.NS AARTIDRUGS.NS AARTIIND.NS AAVAS.NS ATGL.NS ABCAPITAL.NS ABFRL.NS ADVENZYMES.NS AEGISCHEM.NS AFFLE.NS AJANTPHARM.NS AKZOINDIA.NS ALEMBICLTD.NS APLLTD.NS ALKYLAMINE.NS ALOKINDS.NS AMARAJABAT.NS AMBER.NS ANGELBRKG.NS APOLLOTYRE.NS ASAHIINDIA.NS ASHOKLEY.NS ASHOKA.NS ASTERDM.NS ASTRAZEN.NS ASTRAL.NS ATUL.NS AVANTIFEED.NS BASF.NS BEML.NS BSE.NS BAJAJCON.NS BAJAJELEC.NS BALAMINES.NS BALKRISIND.NS BALMLAWRIE.NS BALRAMCHIN.NS BANKBARODA.NS BANKINDIA.NS MAHABANK.NS BATAINDIA.NS BAYERCROP.NS BDL.NS BEL.NS BHARATFORG.NS BHEL.NS BHARATRAS.NS BIRLACORPN.NS BSOFT.NS BLISSGVS.NS BLUEDART.NS BLUESTARCO.NS BBTC.NS BRIGADE.NS BURGERKING.NS CCL.NS CESC.NS CRISIL.NS CSBBANK.NS CANFINHOME.NS CANBK.NS CAPLIPOINT.NS CGCL.NS CARBORUNIV.NS CASTROLIND.NS CEATLTD.NS CENTRALBK.NS CDSL.NS CENTURYPLY.NS CENTURYTEX.NS CERA.NS CHALET.NS CHAMBLFERT.NS CHOLAHLDNG.NS CHOLAFIN.NS CUB.NS COCHINSHIP.NS COFORGE.NS CAMS.NS CONCOR.NS COROMANDEL.NS CREDITACC.NS CROMPTON.NS CUMMINSIND.NS CYIENT.NS DCBBANK.NS DCMSHRIRAM.NS DALBHARAT.NS DEEPAKNTR.NS DELTACORP.NS DHANI.NS DHANUKA.NS DBL.NS DISHTV.NS DCAL.NS DIXON.NS LALPATHLAB.NS EIDPARRY.NS EIHOTEL.NS EPL.NS EDELWEISS.NS ELGIEQUIP.NS EMAMILTD.NS ENDURANCE.NS ENGINERSIN.NS EQUITAS.NS ERIS.NS ESCORTS.NS EXIDEIND.NS FDC.NS FEDERALBNK.NS FINEORG.NS FINCABLES.NS FINPIPE.NS FSL.NS FORTIS.NS FCONSUMER.NS FRETAIL.NS GEPIL.NS GMMPFAUDLR.NS GMRINFRA.NS GALAXYSURF.NS GRSE.NS GARFIBRES.NS GICRE.NS GILLETTE.NS GLAXO.NS GLENMARK.NS GODFRYPHLP.NS GODREJAGRO.NS GODREJIND.NS GODREJPROP.NS GRANULES.NS GRAPHITE.NS GESHIP.NS GREAVESCOT.NS GRINDWELL.NS GUJALKALI.NS GAEL.NS FLUOROCHEM.NS GUJGASLTD.NS GNFC.NS GPPL.NS GSFC.NS GSPL.NS GULFOILLUB.NS HEG.NS HFCL.NS HAPPSTMNDS.NS HATSUN.NS HEIDELBERG.NS HEMIPROP.NS HSCL.NS HAL.NS HINDCOPPER.NS HINDZINC.NS HONAUT.NS HUDCO.NS HUHTAMAKI.NS ISEC.NS IDBI.NS IDFCFIRSTB.NS IDFC.NS IFBIND.NS IIFL.NS IIFLWAM.NS IOLCP.NS IRB.NS IRCON.NS ITI.NS INDIACEM.NS IBULHSGFIN.NS IBREALEST.NS INDIAMART.NS INDIANB.NS IEX.NS INDHOTEL.NS IOB.NS IRCTC.NS ICIL.NS INDOCO.NS INFIBEAM.NS INGERRAND.NS INOXLEISUR.NS INTELLECT.NS IPCALAB.NS JBCHEPHARM.NS JKCEMENT.NS JKLAKSHMI.NS JKPAPER.NS JKTYRE.NS JMFINANCIL.NS JSWENERGY.NS JTEKTINDIA.NS JAMNAAUTO.NS JINDALSAW.NS JSLHISAR.NS JSL.NS JINDALSTEL.NS JCHAC.NS JUSTDIAL.NS JYOTHYLAB.NS KPRMILL.NS KEI.NS KNRCON.NS KPITTECH.NS KRBL.NS KSB.NS KAJARIACER.NS KALPATPOWR.NS KANSAINER.NS KARURVYSYA.NS KSCL.NS KEC.NS L&TFH.NS LTTS.NS LICHSGFIN.NS LAOPALA.NS LAXMIMACH.NS LAURUSLABS.NS LEMONTREE.NS LINDEINDIA.NS LUXIND.NS MASFIN.NS MMTC.NS MOIL.NS MGL.NS MAHSCOOTER.NS MAHSEAMLES.NS M&MFIN.NS MAHINDCIE.NS MHRIL.NS MAHLOG.NS MANAPPURAM.NS MRPL.NS MFSL.NS MAXHEALTH.NS MAZDOCK.NS METROPOLIS.NS MINDTREE.NS MINDACORP.NS MINDAIND.NS MIDHANI.NS MOTILALOFS.NS MPHASIS.NS MCX.NS NATCOPHARM.NS NBCC.NS NCC.NS NESCO.NS NHPC.NS NLCINDIA.NS NOCIL.NS NH.NS NATIONALUM.NS NFL.NS NAVINFLUOR.NS NETWORK18.NS NILKAMAL.NS NAM-INDIA.NS OBEROIRLTY.NS OIL.NS OFSS.NS ORIENTELEC.NS PIIND.NS PNBHOUSING.NS PNCINFRA.NS PVR.NS PAGEIND.NS PERSISTENT.NS PFIZER.NS PHILIPCARB.NS PHOENIXLTD.NS POLYMED.NS POLYCAB.NS POLYPLEX.NS PFC.NS PRESTIGE.NS PRINCEPIPE.NS PRSMJOHNSN.NS PGHL.NS QUESS.NS RBLBANK.NS RECLTD.NS RHIM.NS RITES.NS RADICO.NS RVNL.NS RAIN.NS RAJESHEXPO.NS RALLIS.NS RCF.NS RATNAMANI.NS RAYMOND.NS REDINGTON.NS RELAXO.NS RESPONIND.NS ROSSARI.NS ROUTE.NS SIS.NS SJVN.NS SKFINDIA.NS SRF.NS SANOFI.NS SCHAEFFLER.NS SCHNEIDER.NS SEQUENT.NS SHARDACROP.NS SFL.NS SHILPAMED.NS SCI.NS SHOPERSTOP.NS SHRIRAMCIT.NS SRTRANSFIN.NS SOBHA.NS SOLARINDS.NS SOLARA.NS SONATSOFTW.NS SPANDANA.NS SPICEJET.NS STARCEMENT.NS SAIL.NS SWSOLAR.NS STLTECH.NS STAR.NS SUDARSCHEM.NS SUMICHEM.NS SPARC.NS SUNTV.NS SUNCLAYLTD.NS SUNDARMFIN.NS SUNDRMFAST.NS SUNTECK.NS SUPRAJIT.NS SUPREMEIND.NS SUPPETRO.NS SUVENPHAR.NS SUZLON.NS SWANENERGY.NS SYMPHONY.NS SYNGENE.NS TCIEXP.NS TCNSBRANDS.NS TTKPRESTIG.NS TV18BRDCST.NS TVSMOTOR.NS TANLA.NS TASTYBITE.NS TATACHEM.NS TATACOFFEE.NS TATACOMM.NS TATAELXSI.NS TATAINVEST.NS TATAPOWER.NS TEAMLEASE.NS NIACL.NS RAMCOCEM.NS THERMAX.NS THYROCARE.NS TIMKEN.NS TORNTPOWER.NS TRENT.NS TRIDENT.NS TRITURBINE.NS TIINDIA.NS UCOBANK.NS UFLEX.NS UTIAMC.NS UJJIVAN.NS UJJIVANSFB.NS UNIONBANK.NS VGUARD.NS VMART.NS VIPIND.NS VSTIND.NS VAIBHAVGBL.NS VAKRANGEE.NS VALIANTORG.NS VTL.NS VARROC.NS VBL.NS VENKEYS.NS VINATIORGA.NS IDEA.NS VOLTAS.NS WABCOINDIA.NS WELCORP.NS WELSPUNIND.NS WESTLIFE.NS WHIRLPOOL.NS WOCKPHARMA.NS ZEEL.NS ZENSARTECH.NS ZYDUSWELL.NS ECLERX.NS
NIFTY MNC,ind_niftymnclist,3MINDIA.NS ABB.NS AAVAS.NS ABBOTINDIA.NS AMBUJACEM.NS ASHOKLEY.NS BATAINDIA.NS BOSCHLTD.NS BRITANNIA.NS CRISIL.NS CASTROLIND.NS COLPAL.NS CUMMINSIND.NS GLAXO.NS HINDUNILVR.NS HONAUT.NS KANSAINER.NS MARUTI.NS MPHASIS.NS NESTLEIND.NS NAM-INDIA.NS OFSS.NS PFIZER.NS PGHH.NS SANOFI.NS SIEMENS.NS MCDOWELL-N.NS VEDL.NS IDEA.NS WHIRLPOOL.NS
NIFTY Next 50,ind_niftynext50list,ACC.NS ABBOTINDIA.NS ADANIENT.NS ADANIGREEN.NS ADANITRANS.NS ALKEM.NS AMBUJACEM.NS APOLLOHOSP.NS AUROPHARMA.NS DMART.NS BAJAJHLDNG.NS BANDHANBNK.NS BERGEPAINT.NS BIOCON.NS BOSCHLTD.NS CADILAHC.NS COLPAL.NS DLF.NS DABUR.NS GAIL.NS GLAND.NS GODREJCP.NS HDFCAMC.NS HAVELLS.NS HINDPETRO.NS ICICIGI.NS ICICIPRULI.NS IGL.NS INDUSTOWER.NS NAUKRI.NS INDIGO.NS JUBLFOOD.NS LTI.NS LUPIN.NS MRF.NS MARICO.NS MUTHOOTFIN.NS NMDC.NS PETRONET.NS PIDILITIND.NS PEL.NS PGHH.NS PNB.NS SBICARD.NS SIEMENS.NS TORNTPHARM.NS UBL.NS MCDOWELL-N.NS VEDL.NS YESBANK.NS
NIFTY Oil Gas ,ind_niftyoilgaslist,ATGL.NS BPCL.NS CASTROLIND.NS GAIL.NS GUJGASLTD.NS GSPL.NS GULFOILLUB.NS HINDPETRO.NS IOC.NS IGL.NS MGL.NS ONGC.NS OIL.NS PETRONET.NS RELIANCE.NS
NIFTY Pharma,ind_niftypharmalist,ALKEM.NS AUROPHARMA.NS BIOCON.NS CADILAHC.NS CIPLA.NS DIVISLAB.NS DRREDDY.NS LUPIN.NS SUNPHARMA.NS TORNTPHARM.NS
NIFTY Private Bank,ind_nifty_privatebanklist,AXISBANK.NS BANDHANBNK.NS FEDERALBNK.NS HDFCBANK.NS ICICIBANK.NS IDFCFIRSTB.NS INDUSINDBK.NS KOTAKBANK.NS RBLBANK.NS YESBANK.NS
NIFTY PSU Bank,ind_niftypsubanklist,BANKBARODA.NS BANKINDIA.NS MAHABANK.NS CANBK.NS CENTRALBK.NS INDIANB.NS IOB.NS J&KBANK.NS PSB.NS PNB.NS SBIN.NS UCOBANK.NS UNIONBANK.NS
NIFTY Reality,ind_niftyrealtylist,BRIGADE.NS DLF.NS GODREJPROP.NS HEMIPROP.NS IBREALEST.NS OBEROIRLTY.NS PHOENIXLTD.NS PRESTIGE.NS SOBHA.NS SUNTECK.NS
NIFTY Smallcap 100,ind_niftysmallcap100list,APLAPOLLO.NS AARTIDRUGS.NS AEGISCHEM.NS AFFLE.NS ALKYLAMINE.NS ALOKINDS.NS AMBER.NS AVANTIFEED.NS BASF.NS BEML.NS BAJAJELEC.NS BALRAMCHIN.NS BDL.NS BIRLACORPN.NS BSOFT.NS BLUEDART.NS BLUESTARCO.NS CSBBANK.NS CANFINHOME.NS CAPLIPOINT.NS CARBORUNIV.NS CEATLTD.NS CDSL.NS CENTURYPLY.NS CENTURYTEX.NS CHAMBLFERT.NS COCHINSHIP.NS CAMS.NS CYIENT.NS DELTACORP.NS DBL.NS EIDPARRY.NS EDELWEISS.NS ENGINERSIN.NS FDC.NS FINEORG.NS FSL.NS FRETAIL.NS GMMPFAUDLR.NS GODFRYPHLP.NS GRANULES.NS GRAPHITE.NS GNFC.NS HEG.NS HAPPSTMNDS.NS HEIDELBERG.NS HINDCOPPER.NS IDFC.NS IOLCP.NS IRB.NS IRCON.NS INDIACEM.NS INDIANB.NS IEX.NS JBCHEPHARM.NS JKLAKSHMI.NS JUSTDIAL.NS KEI.NS KAJARIACER.NS KALPATPOWR.NS KARURVYSYA.NS KSCL.NS KEC.NS LINDEINDIA.NS LUXIND.NS MAZDOCK.NS MIDHANI.NS MCX.NS NBCC.NS NATIONALUM.NS PNBHOUSING.NS PVR.NS QUESS.NS RITES.NS RADICO.NS RVNL.NS RAIN.NS RALLIS.NS ROSSARI.NS ROUTE.NS SEQUENT.NS SHILPAMED.NS SONATSOFTW.NS SPICEJET.NS SWSOLAR.NS STLTECH.NS STAR.NS SPARC.NS SUNTECK.NS TV18BRDCST.NS TANLA.NS THYROCARE.NS TRIDENT.NS UTIAMC.NS UJJIVANSFB.NS VIPIND.NS VAKRANGEE.NS WELSPUNIND.NS WESTLIFE.NS WOCKPHARMA.NS
NIFTY Smallcap 250,ind_niftysmallcap250list,POWERINDIA.NS APLAPOLLO.NS AARTIDRUGS.NS ADVENZYMES.NS AEGISCHEM.NS AFFLE.NS ALEMBICLTD.NS ALKYLAMINE.NS ALOKINDS.NS AMBER.NS ANGELBRKG.NS ASAHIINDIA.NS ASHOKA.NS ASTERDM.NS AVANTIFEED.NS BASF.NS BEML.NS BSE.NS BAJAJCON.NS BAJAJELEC.NS BALAMINES.NS BALMLAWRIE.NS BALRAMCHIN.NS MAHABANK.NS BDL.NS BHARATRAS.NS BIRLACORPN.NS BSOFT.NS BLISSGVS.NS BLUEDART.NS BLUESTARCO.NS BRIGADE.NS BURGERKING.NS CCL.NS CSBBANK.NS CANFINHOME.NS CAPLIPOINT.NS CGCL.NS CARBORUNIV.NS CEATLTD.NS CENTRALBK.NS CDSL.NS CENTURYPLY.NS CENTURYTEX.NS CERA.NS CHALET.NS CHAMBLFERT.NS COCHINSHIP.NS CAMS.NS CYIENT.NS DCBBANK.NS DCMSHRIRAM.NS DELTACORP.NS DHANUKA.NS DBL.NS DISHTV.NS DCAL.NS EIDPARRY.NS EIHOTEL.NS EPL.NS EDELWEISS.NS ELGIEQUIP.NS ENGINERSIN.NS EQUITAS.NS ERIS.NS FDC.NS FINEORG.NS FINCABLES.NS FINPIPE.NS FSL.NS FCONSUMER.NS FRETAIL.NS GEPIL.NS GMMPFAUDLR.NS GALAXYSURF.NS GRSE.NS GARFIBRES.NS GODFRYPHLP.NS GRANULES.NS GRAPHITE.NS GESHIP.NS GREAVESCOT.NS GRINDWELL.NS GUJALKALI.NS GAEL.NS FLUOROCHEM.NS GNFC.NS GPPL.NS GSFC.NS GULFOILLUB.NS HEG.NS HFCL.NS HAPPSTMNDS.NS HEIDELBERG.NS HEMIPROP.NS HSCL.NS HINDCOPPER.NS HUDCO.NS HUHTAMAKI.NS IDFC.NS IFBIND.NS IIFL.NS IOLCP.NS IRB.NS IRCON.NS INDIACEM.NS IBREALEST.NS INDIANB.NS IEX.NS IOB.NS ICIL.NS INDOCO.NS INFIBEAM.NS INGERRAND.NS INOXLEISUR.NS INTELLECT.NS JBCHEPHARM.NS JKLAKSHMI.NS JKPAPER.NS JKTYRE.NS JTEKTINDIA.NS JAMNAAUTO.NS JINDALSAW.NS JSLHISAR.NS JSL.NS JCHAC.NS JUSTDIAL.NS JYOTHYLAB.NS KPRMILL.NS KEI.NS KNRCON.NS KPITTECH.NS KRBL.NS KSB.NS KAJARIACER.NS KALPATPOWR.NS KARURVYSYA.NS KSCL.NS KEC.NS LAOPALA.NS LAXMIMACH.NS LEMONTREE.NS LINDEINDIA.NS LUXIND.NS MASFIN.NS MMTC.NS MOIL.NS MAHSCOOTER.NS MAHSEAMLES.NS MAHINDCIE.NS MHRIL.NS MAHLOG.NS MRPL.NS MAZDOCK.NS MINDACORP.NS MIDHANI.NS MCX.NS NBCC.NS NCC.NS NESCO.NS NLCINDIA.NS NOCIL.NS NH.NS NATIONALUM.NS NFL.NS NETWORK18.NS NILKAMAL.NS ORIENTELEC.NS PNBHOUSING.NS PNCINFRA.NS PVR.NS PHILIPCARB.NS POLYMED.NS POLYPLEX.NS PRINCEPIPE.NS PRSMJOHNSN.NS QUESS.NS RHIM.NS RITES.NS RADICO.NS RVNL.NS RAIN.NS RALLIS.NS RCF.NS RATNAMANI.NS RAYMOND.NS REDINGTON.NS RESPONIND.NS ROSSARI.NS ROUTE.NS SIS.NS SCHNEIDER.NS SEQUENT.NS SHARDACROP.NS SFL.NS SHILPAMED.NS SCI.NS SHOPERSTOP.NS SHRIRAMCIT.NS SOBHA.NS SOLARA.NS SONATSOFTW.NS SPANDANA.NS SPICEJET.NS STARCEMENT.NS SWSOLAR.NS STLTECH.NS STAR.NS SUDARSCHEM.NS SPARC.NS SUNCLAYLTD.NS SUNTECK.NS SUPRAJIT.NS SUPPETRO.NS SUZLON.NS SWANENERGY.NS SYMPHONY.NS TCIEXP.NS TCNSBRANDS.NS TV18BRDCST.NS TANLA.NS TASTYBITE.NS TATACOFFEE.NS TATAINVEST.NS TEAMLEASE.NS THYROCARE.NS TIMKEN.NS TRIDENT.NS TRITURBINE.NS UCOBANK.NS UFLEX.NS UTIAMC.NS UJJIVAN.NS UJJIVANSFB.NS VMART.NS VIPIND.NS VSTIND.NS VAIBHAVGBL.NS VAKRANGEE.NS VALIANTORG.NS VTL.NS VARROC.NS VENKEYS.NS WABCOINDIA.NS WELCORP.NS WELSPUNIND.NS WESTLIFE.NS WOCKPHARMA.NS ZENSARTECH.NS ECLERX.NS
